,Creation_Date,EsteeID,Buy_Sell_Indicator,Traded_Quantity,Traded_Price,Status,TradeTime
0,2021-05-27,BRABEVACNOR1BR00,2,100,17.63,Executed,16:34:01.310000
1,2021-05-27,BRBRDTACNOR1BR00,1,100,25.46,Executed,16:34:19.483000
2,2021-05-27,BRB3SAACNOR6BR00,1,100,16.92,Executed,16:34:19.563000
3,2021-05-27,BRMRFGACNOR0BR00,1,100,18.38,Executed,16:34:39.837000
4,2021-05-27,BRTOTSACNOR8BR00,2,100,33.34,Executed,16:34:19.423000
5,2021-05-27,BRSULACDAM12BR00,2,100,33.88,Executed,16:33:57.377000
6,2021-05-27,BRVALEACNOR0BR00,1,100,110.4,Executed,16:33:51.113000
7,2021-05-27,BRSBSPACNOR5BR00,2,100,41.87,Executed,16:33:52.473000
8,2021-05-27,BRSUZBACNOR0BR00,2,100,62.86,Executed,16:33:58.120000
9,2021-05-27,BRITUBACNPR1BR00,2,100,29.35,Executed,16:34:19.423000
10,2021-05-27,BRBRAPACNPR2BR00,1,100,69.64,Executed,16:34:14.140000
11,2021-05-27,BRHAPVACNOR4BR00,2,100,15.74,Executed,16:34:19.450000
12,2021-05-27,BRITSAACNPR7BR00,1,100,10.83,Executed,16:35:03.743000
13,2021-05-27,BRBRMLACNOR9BR00,1,100,11.02,Executed,16:34:03.947000
14,2021-05-27,BRGGBRACNPR8BR00,2,100,33.47,Executed,16:33:56.250000
15,2021-05-27,BRUSIMACNPA6BR00,1,100,19.82,Executed,16:33:51.430000
16,2021-05-27,BRBPACUNT006BR00,1,100,122.73,Executed,16:33:56.250000
17,2021-05-27,BRTIMSACNOR5BR00,1,100,11.96,Executed,16:34:56.767000
18,2021-05-27,BRRENTACNOR4BR00,1,100,61.56,Executed,16:33:52.577000
19,2021-05-27,BRMULTACNOR5BR00,2,100,25.19,Executed,16:33:58.490000
20,2021-05-27,BRBTOWACNOR8BR00,2,100,58.89,Executed,16:34:23.013000
21,2021-05-27,BRPETRACNPR6BR00,1,100,26.03,Executed,16:34:09.153000
22,2021-05-27,BRPETRACNOR9BR00,1,100,25.3299,Executed,16:34:00.337000
23,2021-05-27,BRJBSSACNOR8BR00,1,100,30.15,Executed,16:34:26.953000
24,2021-05-27,BRKLBNCDAM18BR00,2,100,26.87,Executed,16:33:55.497000
25,2021-05-27,BRPRIOACNOR1BR00,2,100,19.41,Executed,16:34:19.423000
26,2021-05-27,BRELETACNPB7BR00,1,100,42.95,Executed,16:34:19.527000
27,2021-05-27,BRFLRYACNOR5BR00,1,100,26.16,Executed,16:34:44.050000
28,2021-05-27,BRLCAMACNOR3BR00,1,100,26.52,Executed,16:33:52.590000
29,2021-05-27,BRWEGEACNOR0BR00,1,100,33.18,Executed,16:33:58.347000
30,2021-05-27,BRBBDCACNOR1BR00,1,100,22.8,Executed,16:34:20.963000
31,2021-05-27,BRRADLACNOR0BR00,1,100,27.16,Executed,16:34:05.533000
32,2021-05-27,BRSANBCDAM13BR00,1,100,40.68,Executed,16:33:55.860000
33,2021-05-27,BRBEEFACNOR6BR00,2,100,10.08,Executed,16:34:51.633000
34,2021-05-27,BRITUBACNOR4BR00,2,100,26.26,Executed,16:34:39.210000
35,2021-05-27,BRDTEXACNOR3BR00,1,100,20.81,Executed,16:33:57.677000
36,2021-05-27,BRLAMEACNOR9BR00,2,100,18.18,Executed,16:34:47.490000
37,2021-05-27,BRMGLUACNOR2BR00,1,100,19.67,Executed,16:34:43.347000
38,2021-05-27,BRVALEACNOR0BR00,1,100,110.43,Executed,16:33:53.887000
39,2021-05-27,BRYDUQACNOR3BR00,2,100,33.29,Executed,16:33:51.907000
40,2021-05-27,BRETERACNOR3BR00,1,100,33.65,Executed,16:34:09.560000
41,2021-05-27,BRIGTAACNOR5BR00,2,100,43.52,Executed,16:34:11.900000
42,2021-05-27,BRCIELACNOR3BR00,1,100,4.15,Executed,16:34:14.280000
43,2021-05-27,BRIRBRACNOR4BR00,2,100,6.23,Executed,16:39:49.143000
44,2021-05-27,BRLRENACNOR1BR00,1,100,46.74,Executed,16:34:06.420000
45,2021-05-27,BRCRFBACNOR2BR00,2,100,22.21,Executed,16:34:01.010000
46,2021-05-27,BRCMIGACNPR3BR00,1,100,13.73,Executed,16:34:19.607000
47,2021-05-27,BRBBSEACNOR5BR00,1,100,23.34,Executed,16:34:19.487000
48,2021-05-27,BRGUARACNOR4BR00,1,100,19.28,Executed,16:34:31.793000
49,2021-05-27,BRALSOACNOR5BR00,1,100,29.48,Executed,16:34:15.627000
50,2021-05-27,BRBRSRACNPB4BR00,1,100,13.18,Executed,16:35:04.617000
51,2021-05-27,BRUGPAACNOR8BR00,1,100,19.19,Executed,16:34:30.143000
52,2021-05-27,BRBBASACNOR3BR00,2,100,33.44,Executed,16:33:55.183000
53,2021-05-27,BRGOAUACNPR8BR00,2,100,14.95,Executed,16:34:19.433000
54,2021-05-27,BRBIDIACNPR0BR00,1,100,22.09,Executed,16:34:02.190000
55,2021-05-27,BRBBDCACNPR8BR00,2,100,26.33,Executed,16:34:19.443000
56,2021-05-27,BRENGICDAM16BR00,2,100,46.9099,Executed,16:34:47.623000
57,2021-05-27,BRLIGTACNOR2BR00,2,100,17.19,Executed,16:34:15.857000
58,2021-05-27,BRENBRACNOR2BR00,1,100,18.85,Executed,16:34:10.757000
59,2021-05-27,BRRAILACNOR9BR00,2,100,20.76,Executed,16:34:19.460000
60,2021-05-27,BRAZULACNPR4BR00,1,100,44.56,Executed,16:34:00.073000
61,2021-05-27,BRHYPEACNOR0BR00,2,100,35.85,Executed,16:34:10.607000
62,2021-05-27,BRCSANACNOR6BR00,2,100,21.8,Executed,16:34:11.793000
63,2021-05-27,BRVVARACNOR1BR00,2,100,12.65,Executed,16:34:19.503000
64,2021-05-27,BREQTLACNOR0BR00,1,100,25.64,Executed,16:34:19.483000
65,2021-05-27,BRELETACNOR6BR00,1,100,42.92,Executed,16:34:19.543000
66,2021-05-27,BRMRVEACNOR2BR00,2,100,17.59,Executed,16:34:09.620000
67,2021-05-27,BRUSIMACNPA6BR00,1,100,19.82,Executed,16:33:51.863000
68,2021-05-27,BRLAMEACNPR6BR00,2,100,19.28,Executed,16:34:23.017000
69,2021-05-27,BRANIMACNOR6BR00,1,100,12.59,Executed,16:36:06.567000
70,2021-05-27,BRBRKMACNPA4BR00,2,100,52.65,Executed,16:34:09.187000
71,2021-05-27,BRQUALACNOR6BR00,1,100,28.79,Executed,16:34:07.323000
72,2021-05-27,BRTUPYACNOR1BR00,1,100,24.75,Executed,16:33:56.347000
73,2021-05-27,BRSMLSACNOR1BR00,2,100,22.65,Executed,16:34:26.257000
74,2021-05-27,BRCCROACNOR2BR00,2,100,13.97,Executed,16:34:52.823000
75,2021-05-27,BRCYREACNOR7BR00,2,100,23.28,Executed,16:34:00.423000
76,2021-05-27,BRECORACNOR8BR00,2,100,12.51,Executed,16:35:33.377000
77,2021-05-27,BRENEVACNOR8BR00,2,100,17.31,Executed,16:34:19.427000
78,2021-05-27,BRSAPRCDAM13BR00,1,100,20.48,Executed,16:34:02.687000
79,2021-05-27,BRMOVIACNOR0BR00,1,100,17.46,Executed,16:33:57.010000
80,2021-05-27,BRHGTXACNOR9BR00,1,100,32.15,Executed,16:34:24.670000
81,2021-05-27,BRCMIGACNOR6BR00,2,100,16.45,Executed,16:36:23.797000
82,2021-05-27,BRCPLEACNPB9BR00,2,100,6.18,Executed,16:36:00.637000
83,2021-05-27,BRUSIMACNPA6BR00,1,100,19.82,Executed,16:33:53.690000
84,2021-05-27,BRCPLEACNOR8BR00,1,100,5.64,Executed,16:34:28.747000
85,2021-05-27,BRYDUQACNOR3BR00,2,100,33.29,Executed,16:33:57.217000
86,2021-05-27,BRBRFSACNOR8BR00,1,100,25.82,Executed,16:33:56.013000
87,2021-05-27,BREZTCACNOR0BR00,2,100,30.75,Executed,16:34:11.900000
88,2021-05-27,BREMBRACNOR4BR00,2,100,17.94,Executed,16:33:53.240000
89,2021-05-27,BRCPFEACNOR0BR00,2,100,29.32,Executed,16:34:47.670000
90,2021-05-27,BRCOGNACNOR2BR00,1,100,4.3,Executed,16:34:27.013000
91,2021-05-27,BRGNDIACNOR2BR00,1,100,87.03,Executed,16:34:24.777000
92,2021-05-27,BRRAPTACNPR4BR00,1,100,14.78,Executed,16:34:22.683000
93,2021-05-27,BRJHSFACNOR2BR00,2,100,7.66,Executed,16:35:17.867000
94,2021-05-27,BRUNIPACNPB8BR00,1,100,89.26,Executed,16:36:39.913000
