,Creation_Date,EsteeID,Buy_Sell_Indicator,Traded_Quantity,Traded_Price,Status,TradeTime
0,2021-05-10,BRSUZBACNOR0BR00,2,100,68.45,Executed,16:36:07.560000
1,2021-05-10,BRMULTACNOR5BR00,2,100,25.0,Executed,16:35:51.660000
2,2021-05-10,BRCESPACNPB4BR00,1,100,24.9899,Executed,16:36:46.287000
3,2021-05-10,BRSMLSACNOR1BR00,1,100,21.94,Executed,16:35:50.843000
4,2021-05-10,BRB3SAACNOR6BR00,1,100,53.33,Executed,16:36:13.417000
5,2021-05-10,BRRENTACNOR4BR00,2,100,62.84,Executed,16:35:39.143000
6,2021-05-10,BRTUPYACNOR1BR00,2,100,25.84,Executed,16:36:27.467000
7,2021-05-10,BRITSAACNPR7BR00,1,100,10.41,Executed,16:39:41.793000
8,2021-05-10,BRBBDCACNPR8BR00,2,100,24.61,Executed,16:36:09.527000
9,2021-05-10,BRRAPTACNPR4BR00,1,100,13.89,Executed,16:35:40.023000
10,2021-05-10,BRBTOWACNOR8BR00,2,100,59.83,Executed,16:35:48.570000
11,2021-05-10,BRLIGTACNOR2BR00,1,100,16.56,Executed,16:36:06.990000
12,2021-05-10,BRYDUQACNOR3BR00,1,100,28.54,Executed,16:35:46.127000
13,2021-05-10,BRENEVACNOR8BR00,2,100,15.39,Executed,16:35:48.373000
14,2021-05-10,BRMGLUACNOR2BR00,1,100,19.22,Executed,16:35:59.143000
15,2021-05-10,BRJBSSACNOR8BR00,2,100,31.32,Executed,16:35:56.170000
16,2021-05-10,BRSLCEACNOR2BR00,1,100,53.53,Executed,16:35:42.387000
17,2021-05-10,BRCSNAACNOR6BR00,2,100,51.0,Executed,16:35:45.223000
18,2021-05-10,BRGGBRACNPR8BR00,2,100,36.27,Executed,16:35:45.953000
19,2021-05-10,BRLAMEACNOR9BR00,1,100,18.47,Executed,16:35:42.403000
20,2021-05-10,BRPETRACNPR6BR00,2,100,24.75,Executed,16:36:09.027000
21,2021-05-10,BRKLBNCDAM18BR00,1,100,27.94,Executed,16:35:53.667000
22,2021-05-10,BRJHSFACNOR2BR00,1,100,7.08,Executed,16:36:58.247000
23,2021-05-10,BRSANBCDAM13BR00,2,100,38.34,Executed,16:36:07.583000
24,2021-05-10,BRDTEXACNOR3BR00,1,100,21.36,Executed,16:36:00.737000
25,2021-05-10,BRVALEACNOR0BR00,2,100,115.26,Executed,16:35:36.107000
26,2021-05-10,BRBRDTACNOR1BR00,2,100,23.6,Executed,16:37:27.743000
27,2021-05-10,BRBBASACNOR3BR00,2,100,30.47,Executed,16:36:09.067000
28,2021-05-10,BRGNDIACNOR2BR00,2,100,82.73,Executed,16:35:39.387000
29,2021-05-10,BRCCROACNOR2BR00,2,100,13.3,Executed,16:35:53.020000
30,2021-05-10,BRCIELACNOR3BR00,1,100,3.48,Executed,16:45:57.017000
