,Creation_Date,EsteeID,Buy_Sell_Indicator,Traded_Quantity,Traded_Price,Status,TradeTime
0,2021-05-14,BRPETRACNPR6BR00,2,100,26.19,Executed,16:35:30.217000
1,2021-05-14,BRVALEACNOR0BR00,2,100,110.75,Executed,16:35:30.950000
2,2021-05-14,BRCMIGACNPR3BR00,2,100,12.1,Executed,16:35:32.300000
3,2021-05-14,BRGOLLACNPR4BR00,2,100,25.46,Executed,16:35:51.083000
4,2021-05-14,BRHAPVACNOR4BR00,1,100,14.71,Executed,16:37:30.843000
5,2021-05-14,BRSBSPACNOR5BR00,2,100,42.1599,Executed,16:35:37.300000
6,2021-05-14,BRRENTACNOR4BR00,1,100,58.34,Executed,16:35:33.917000
7,2021-05-14,BRSANBCDAM13BR00,2,100,39.33,Executed,16:35:28.710000
8,2021-05-14,BRBTOWACNOR8BR00,1,100,59.54,Executed,16:35:33.707000
9,2021-05-14,BRCSNAACNOR6BR00,1,100,46.88,Executed,16:35:53.627000
10,2021-05-14,BRLCAMACNOR3BR00,1,100,24.32,Executed,16:36:08.947000
11,2021-05-14,BRB3SAACNOR6BR00,2,100,53.7,Executed,16:35:35.673000
12,2021-05-14,BRPETRACNOR9BR00,2,100,25.56,Executed,16:35:34.240000
13,2021-05-14,BRQUALACNOR6BR00,2,100,26.93,Executed,16:35:43.937000
14,2021-05-14,BRANIMACNOR6BR00,1,100,11.8699,Executed,16:36:11.690000
15,2021-05-14,BRVVARACNOR1BR00,1,100,12.08,Executed,16:36:06.813000
16,2021-05-14,BRMGLUACNOR2BR00,1,100,19.06,Executed,16:35:53.597000
17,2021-05-14,BRBRFSACNOR8BR00,2,100,20.94,Executed,16:35:32.777000
18,2021-05-14,BRCRFBACNOR2BR00,2,100,20.6,Executed,16:35:37.303000
19,2021-05-14,BRBIDIACNPR0BR00,1,100,60.18,Executed,16:36:44.537000
20,2021-05-14,BRSLCEACNOR2BR00,1,100,50.42,Executed,16:36:16.803000
21,2021-05-14,BRBBDCACNOR1BR00,1,100,21.66,Executed,16:35:53.577000
22,2021-05-14,BRTENDACNOR4BR00,2,100,25.35,Executed,16:36:08.303000
23,2021-05-14,BRCESPACNPB4BR00,1,100,24.9899,Executed,16:36:52.567000
24,2021-05-14,BRGUARACNOR4BR00,2,100,19.5799,Executed,16:36:48.203000
25,2021-05-14,BRBPACUNT006BR00,1,100,111.97,Executed,16:35:35.847000
26,2021-05-14,BRUGPAACNOR8BR00,2,100,20.02,Executed,16:35:36.120000
27,2021-05-14,BRELETACNOR6BR00,1,100,39.6599,Executed,16:35:53.647000
28,2021-05-14,BRBRMLACNOR9BR00,2,100,10.63,Executed,16:35:29.373000
29,2021-05-14,BRRADLACNOR0BR00,2,100,25.97,Executed,16:35:51.317000
30,2021-05-14,BRLRENACNOR1BR00,1,100,43.01,Executed,16:36:08.943000
31,2021-05-14,BRITUBACNPR1BR00,2,100,28.88,Executed,16:35:29.843000
32,2021-05-14,BRITUBACNOR4BR00,2,100,25.4899,Executed,16:39:00.143000
33,2021-05-14,BRBRSRACNPB4BR00,1,100,12.64,Executed,16:39:48.910000
34,2021-05-14,BRUSIMACNPA6BR00,1,100,20.36,Executed,16:36:22.417000
35,2021-05-14,BRSUZBACNOR0BR00,2,100,65.4599,Executed,16:35:33.880000
36,2021-05-14,BRNTCOACNOR5BR00,1,100,49.15,Executed,16:35:33.930000
37,2021-05-14,BRAZULACNPR4BR00,1,100,39.82,Executed,16:36:03.203000
38,2021-05-14,BRJBSSACNOR8BR00,1,100,30.74,Executed,16:35:33.597000
39,2021-05-14,BRGGBRACNPR8BR00,1,100,34.35,Executed,16:35:44.757000
40,2021-05-14,BRWEGEACNOR0BR00,2,100,32.22,Executed,16:35:37.257000
41,2021-05-14,BRECORACNOR8BR00,1,100,11.99,Executed,16:36:30.230000
42,2021-05-14,BRCSANACNOR6BR00,1,100,22.52,Executed,16:36:05.637000
43,2021-05-14,BRCYREACNOR7BR00,2,100,23.88,Executed,16:35:37.303000
44,2021-05-14,BRBRMLACNOR9BR00,2,100,10.64,Executed,16:35:51.050000
45,2021-05-14,BRRAILACNOR9BR00,1,100,20.96,Executed,16:36:01.433000
46,2021-05-14,BRBBASACNOR3BR00,1,100,31.27,Executed,16:35:53.627000
47,2021-05-14,BRBRKMACNPA4BR00,2,100,52.11,Executed,16:35:37.300000
48,2021-05-14,BRSULACDAM12BR00,1,100,33.37,Executed,16:35:59.723000
49,2021-05-14,BRCVCBACNOR1BR00,2,100,24.84,Executed,16:35:36.130000
50,2021-05-14,BRBBDCACNPR8BR00,2,100,24.85,Executed,16:38:54.803000
51,2021-05-14,BRBRDTACNOR1BR00,1,100,24.98,Executed,16:36:00.183000
52,2021-05-14,BRVIVTACNOR0BR00,2,100,42.95,Executed,16:35:37.273000
53,2021-05-14,BRALPAACNPR7BR00,2,100,45.59,Executed,16:35:42.283000
54,2021-05-14,BRVALEACNOR0BR00,2,100,110.74,Executed,16:35:31.453000
55,2021-05-14,BRDTEXACNOR3BR00,2,100,20.78,Executed,16:36:28.113000
56,2021-05-14,BRPETRACNPR6BR00,2,100,26.2,Executed,16:35:33.993000
57,2021-05-14,BRBBSEACNOR5BR00,2,100,23.4899,Executed,16:35:37.283000
58,2021-05-14,BRCPFEACNOR0BR00,1,100,28.28,Executed,16:36:08.407000
59,2021-05-14,BRKLBNCDAM18BR00,1,100,26.84,Executed,16:35:53.577000
60,2021-05-14,BRCIELACNOR3BR00,2,100,3.62,Executed,16:43:40.227000
61,2021-05-14,BRABEVACNOR1BR00,2,100,17.2399,Executed,16:37:32.913000
62,2021-05-14,BRITUBACNPR1BR00,2,100,28.88,Executed,16:35:31.450000
63,2021-05-14,BRMULTACNOR5BR00,2,100,24.38,Executed,16:35:37.260000
64,2021-05-14,BREQTLACNOR0BR00,2,100,25.18,Executed,16:35:35.913000
65,2021-05-14,BRMRFGACNOR0BR00,1,100,18.51,Executed,16:36:05.250000
66,2021-05-14,BRALUPCDAM15BR00,2,100,27.39,Executed,16:37:22.340000
67,2021-05-14,BREMBRACNOR4BR00,1,100,15.9,Executed,16:35:53.617000
68,2021-05-14,BRSANBCDAM13BR00,2,100,39.34,Executed,16:35:37.313000
69,2021-05-14,BRPRIOACNOR1BR00,2,100,18.25,Executed,16:35:39.883000
70,2021-05-14,BREZTCACNOR0BR00,2,100,32.4099,Executed,16:35:49.627000
71,2021-05-14,BRITUBACNPR1BR00,2,100,28.89,Executed,16:36:00.097000
72,2021-05-14,BROMGEACNOR0BR00,2,100,37.0,Executed,16:36:22.193000
73,2021-05-14,BRBRPRACNOR9BR00,2,100,8.94,Executed,16:43:24.307000
74,2021-05-14,BRLIGTACNOR2BR00,2,100,16.7,Executed,16:36:00.477000
75,2021-05-14,BRVALEACNOR0BR00,2,100,110.75,Executed,16:35:32.977000
76,2021-05-14,BRTAEECDAM10BR00,2,100,39.9799,Executed,16:36:02.027000
77,2021-05-14,BRGNDIACNOR2BR00,1,100,81.42,Executed,16:35:34.463000
78,2021-05-14,BRUNIPACNPB8BR00,1,100,80.1,Executed,16:37:33.057000
79,2021-05-14,BRJHSFACNOR2BR00,2,100,7.17,Executed,16:35:48.963000
80,2021-05-14,BRCMIGACNPR3BR00,2,100,12.1,Executed,16:35:32.327000
81,2021-05-14,BRLAMEACNPR6BR00,2,100,19.45,Executed,16:37:25.070000
82,2021-05-14,BRBEEFACNOR6BR00,1,100,9.84,Executed,16:40:51.110000
83,2021-05-14,BRETERACNOR3BR00,2,100,29.3,Executed,16:35:43.907000
84,2021-05-14,BRCMIGACNPR3BR00,2,100,12.11,Executed,16:35:56.953000
85,2021-05-14,BRVLIDACNOR5BR00,1,100,9.3699,Executed,16:36:44.353000
86,2021-05-14,BRBRFSACNOR8BR00,2,100,20.96,Executed,16:35:33.023000
87,2021-05-14,BRENBRACNOR2BR00,1,100,18.53,Executed,16:36:08.547000
88,2021-05-14,BRBRFSACNOR8BR00,2,100,20.97,Executed,16:35:33.087000
89,2021-05-14,BRHGTXACNOR9BR00,2,100,29.46,Executed,16:36:26.063000
90,2021-05-14,BRBRFSACNOR8BR00,2,100,20.98,Executed,16:35:33.270000
91,2021-05-14,BRROMIACNOR8BR00,1,100,27.23,Executed,16:37:11.127000
92,2021-05-14,BRELETACNPB7BR00,1,100,39.67,Executed,16:35:53.640000
93,2021-05-14,BRMOVIACNOR0BR00,2,100,16.3,Executed,16:35:41.020000
94,2021-05-14,BRENATACNOR0BR00,2,100,14.75,Executed,16:35:36.303000
95,2021-05-14,BRBRFSACNOR8BR00,2,100,20.95,Executed,16:35:46.760000
96,2021-05-14,BRTOTSACNOR8BR00,1,100,31.03,Executed,16:35:53.570000
97,2021-05-14,BRTASAACNPR4BR00,2,100,23.13,Executed,16:35:39.513000
98,2021-05-14,BRGOAUACNPR8BR00,2,100,15.19,Executed,16:35:37.307000
99,2021-05-14,BRSUZBACNOR0BR00,2,100,65.48,Executed,16:35:34.280000
100,2021-05-14,BRPETRACNPR6BR00,2,100,26.21,Executed,16:35:44.787000
101,2021-05-14,BRCPLEACNPB9BR00,1,100,5.82,Executed,16:41:07.547000
102,2021-05-14,BRRENTACNOR4BR00,1,100,58.32,Executed,16:35:53.597000
103,2021-05-14,BRNTCOACNOR5BR00,1,100,49.17,Executed,16:35:49.113000
104,2021-05-14,BRRAPTACNPR4BR00,2,100,14.47,Executed,16:35:54.770000
105,2021-05-14,BRTIMSACNOR5BR00,1,100,12.21,Executed,16:39:22.953000
106,2021-05-14,BRPETRACNOR9BR00,2,100,25.57,Executed,16:35:40.877000
107,2021-05-14,BRJBSSACNOR8BR00,1,100,30.74,Executed,16:36:32.777000
108,2021-05-14,BRBTOWACNOR8BR00,1,100,59.54,Executed,16:35:47.827000
109,2021-05-14,BRSUZBACNOR0BR00,2,100,65.49,Executed,16:35:34.417000
110,2021-05-14,BRCCROACNOR2BR00,2,100,13.34,Executed,16:35:37.300000
111,2021-05-14,BRLAMEACNOR9BR00,2,100,18.18,Executed,16:37:16.207000
112,2021-05-14,BRSUZBACNOR0BR00,2,100,65.44,Executed,16:36:15.927000
113,2021-05-14,BRIGTAACNOR5BR00,1,100,41.72,Executed,16:35:37.167000
114,2021-05-14,BRSMTOACNOR3BR00,1,100,32.08,Executed,16:35:54.287000
115,2021-05-14,BRDIRRACNOR0BR00,1,100,13.39,Executed,16:36:26.307000
116,2021-05-14,BRENGICDAM16BR00,1,100,45.19,Executed,16:35:52.753000
117,2021-05-14,BRLOGNACNOR3BR00,2,100,19.42,Executed,16:36:08.373000
118,2021-05-14,BRMRVEACNOR2BR00,2,100,17.5,Executed,16:35:53.480000
119,2021-05-14,BRITSAACNPR7BR00,1,100,10.61,Executed,16:39:03.973000
120,2021-05-14,BRGNDIACNOR2BR00,1,100,81.4599,Executed,16:35:50.830000
