,Creation_Date,EsteeID,Buy_Sell_Indicator,Traded_Quantity,Traded_Price,Status,TradeTime
0,2021-05-21,BRMRFGACNOR0BR00,1,100,18.5,Executed,16:30:28.977000
1,2021-05-21,BRVVARACNOR1BR00,1,100,11.92,Executed,16:30:30.407000
2,2021-05-21,BRTAEECDAM10BR00,1,100,39.45,Executed,16:30:27.627000
3,2021-05-21,BRCRFBACNOR2BR00,2,100,21.18,Executed,16:31:49.173000
4,2021-05-21,BRRADLACNOR0BR00,1,100,26.71,Executed,16:30:30.317000
5,2021-05-21,BRCPFEACNOR0BR00,2,100,28.83,Executed,16:30:37.350000
6,2021-05-21,BRSAPRACNPR6BR00,1,100,4.12,Executed,16:34:00.590000
7,2021-05-21,BRCSNAACNOR6BR00,1,100,45.95,Executed,16:30:38.213000
8,2021-05-21,BRRAILACNOR9BR00,1,100,19.9899,Executed,16:31:02.950000
9,2021-05-21,BRRENTACNOR4BR00,2,100,63.39,Executed,16:30:42.950000
10,2021-05-21,BRSUZBACNOR0BR00,2,100,65.02,Executed,16:30:36.147000
11,2021-05-21,BRENEVACNOR8BR00,2,100,16.82,Executed,16:30:50.400000
12,2021-05-21,BRBBDCACNPR8BR00,2,100,26.05,Executed,16:30:29.360000
13,2021-05-21,BRB3SAACNOR6BR00,2,100,17.2399,Executed,16:30:50.393000
14,2021-05-21,BRBTOWACNOR8BR00,1,100,56.24,Executed,16:30:47.160000
15,2021-05-21,BRHAPVACNOR4BR00,2,100,15.12,Executed,16:30:38.147000
16,2021-05-21,BRENBRACNOR2BR00,1,100,18.64,Executed,16:30:27.353000
17,2021-05-21,BRSBSPACNOR5BR00,1,100,41.8,Executed,16:31:16.227000
18,2021-05-21,BRSULACDAM12BR00,1,100,31.7,Executed,16:30:31.417000
19,2021-05-21,BRALPAACNPR7BR00,1,100,45.37,Executed,16:31:09.533000
20,2021-05-21,BRBRAPACNPR2BR00,1,100,70.13,Executed,16:30:30.203000
21,2021-05-21,BRPETRACNOR9BR00,2,100,25.41,Executed,16:30:50.393000
22,2021-05-21,BREQTLACNOR0BR00,2,100,25.82,Executed,16:30:49.117000
23,2021-05-21,BRCOGNACNOR2BR00,2,100,3.94,Executed,16:31:14.317000
24,2021-05-21,BRGNDIACNOR2BR00,2,100,83.98,Executed,16:30:28.343000
25,2021-05-21,BRELETACNOR6BR00,1,100,41.95,Executed,16:30:36.440000
26,2021-05-21,BRVALEACNOR0BR00,1,100,109.66,Executed,16:30:30.200000
27,2021-05-21,BRBIDIACNPR0BR00,1,100,59.1,Executed,16:32:00.850000
28,2021-05-21,BRBRDTACNOR1BR00,2,100,25.69,Executed,16:31:10.540000
29,2021-05-21,BRPRIOACNOR1BR00,2,100,18.14,Executed,16:30:48.680000
30,2021-05-21,BRHYPEACNOR0BR00,2,100,35.77,Executed,16:30:51.303000
31,2021-05-21,BRGNDIACNOR2BR00,2,100,83.91,Executed,16:30:49.110000
32,2021-05-21,BRQUALACNOR6BR00,1,100,27.06,Executed,16:31:18.047000
33,2021-05-21,BRMRFGACNOR0BR00,1,100,18.4899,Executed,16:30:32.937000
34,2021-05-21,BRAZULACNPR4BR00,2,100,41.25,Executed,16:30:46.320000
35,2021-05-21,BRIRBRACNOR4BR00,1,100,6.0199,Executed,16:31:54.753000
36,2021-05-21,BRLCAMACNOR3BR00,2,100,26.75,Executed,16:30:49.153000
37,2021-05-21,BRGGBRACNPR8BR00,1,100,34.09,Executed,16:31:19.667000
38,2021-05-21,BRBBASACNOR3BR00,1,100,33.15,Executed,16:30:42.463000
39,2021-05-21,BRITUBACNOR4BR00,2,100,26.1,Executed,16:31:20.437000
40,2021-05-21,BRBPACUNT006BR00,2,100,119.09,Executed,16:30:35.813000
41,2021-05-21,BRLAMEACNPR6BR00,1,100,18.41,Executed,16:30:52.650000
42,2021-05-21,BRKLBNCDAM18BR00,2,100,26.04,Executed,16:31:00.637000
43,2021-05-21,BRCMIGACNOR6BR00,2,100,15.68,Executed,16:31:47.463000
44,2021-05-21,BRBBDCACNPR8BR00,2,100,26.03,Executed,16:30:50.390000
45,2021-05-21,BRSAPRCDAM13BR00,1,100,20.42,Executed,16:32:10.217000
46,2021-05-21,BRITUBACNPR1BR00,1,100,29.44,Executed,16:30:29.497000
47,2021-05-21,BRBBDCACNOR1BR00,2,100,22.4899,Executed,16:31:20.320000
48,2021-05-21,BRTIMSACNOR5BR00,1,100,11.89,Executed,16:32:01.390000
49,2021-05-21,BRSMLSACNOR1BR00,2,100,22.2399,Executed,16:31:14.997000
