,Creation_Date,EsteeID,Buy_Sell_Indicator,Traded_Quantity,Traded_Price,Status,TradeTime
0,2021-05-11,BRVVARACNOR1BR00,2,100,11.99,Executed,16:36:10.220000
1,2021-05-11,BRMULTACNOR5BR00,2,100,24.6,Executed,16:35:33.420000
2,2021-05-11,BRVALEACNOR0BR00,1,100,118.36,Executed,16:35:31.573000
3,2021-05-11,BRSMTOACNOR3BR00,2,100,32.71,Executed,16:35:33.423000
4,2021-05-11,BRPETRACNPR6BR00,2,100,25.11,Executed,16:35:33.253000
5,2021-05-11,BRBRFSACNOR8BR00,1,100,21.28,Executed,16:35:48.353000
6,2021-05-11,BRSULACDAM12BR00,2,100,34.29,Executed,16:36:55.630000
7,2021-05-11,BRSUZBACNOR0BR00,1,100,68.09,Executed,16:35:34.413000
8,2021-05-11,BRSLCEACNOR2BR00,1,100,56.59,Executed,16:35:45.800000
9,2021-05-11,BRABEVACNOR1BR00,2,100,16.92,Executed,16:35:30.637000
10,2021-05-11,BRBBDCACNPR8BR00,1,100,24.48,Executed,16:36:28.927000
11,2021-05-11,BRCSNAACNOR6BR00,1,100,51.57,Executed,16:35:28.590000
12,2021-05-11,BRLRENACNOR1BR00,2,100,44.36,Executed,16:35:52.613000
13,2021-05-11,BRMRFGACNOR0BR00,2,100,20.43,Executed,16:35:30.703000
14,2021-05-11,BRCIELACNOR3BR00,2,100,3.49,Executed,16:48:00.057000
15,2021-05-11,BRSBSPACNOR5BR00,1,100,41.38,Executed,16:36:08.613000
16,2021-05-11,BRBIDIACNPR0BR00,2,100,67.72,Executed,16:35:32.177000
17,2021-05-11,BRBRDTACNOR1BR00,2,100,24.04,Executed,16:36:23.657000
18,2021-05-11,BRRENTACNOR4BR00,1,100,62.0,Executed,16:35:43.437000
19,2021-05-11,BRMRVEACNOR2BR00,1,100,17.13,Executed,16:35:40.510000
20,2021-05-11,BRTAEECDAM10BR00,1,100,38.25,Executed,16:37:07.763000
21,2021-05-11,BRNTCOACNOR5BR00,1,100,48.95,Executed,16:35:48.167000
22,2021-05-11,BRBEEFACNOR6BR00,1,100,10.27,Executed,16:36:17.220000
23,2021-05-11,BRPETRACNOR9BR00,2,100,24.59,Executed,16:35:41.390000
24,2021-05-11,BRALSOACNOR5BR00,1,100,28.28,Executed,16:35:44.020000
25,2021-05-11,BRKLBNCDAM18BR00,2,100,28.18,Executed,16:35:33.417000
26,2021-05-11,BRCYREACNOR7BR00,1,100,23.25,Executed,16:35:38.013000
27,2021-05-11,BRBRKMACNPA4BR00,2,100,51.77,Executed,16:35:41.647000
28,2021-05-11,BRGOAUACNPR8BR00,2,100,16.53,Executed,16:35:53.567000
29,2021-05-11,BRUSIMACNPA6BR00,1,100,23.47,Executed,16:36:04.087000
30,2021-05-11,BRGGBRACNPR8BR00,2,100,37.61,Executed,16:35:53.447000
31,2021-05-11,BRCPLEACNOR8BR00,2,100,5.48,Executed,16:48:29.083000
32,2021-05-11,BRBBDCACNOR1BR00,1,100,21.35,Executed,16:36:12.337000
33,2021-05-11,BRHGTXACNOR9BR00,2,100,28.33,Executed,16:35:44.517000
34,2021-05-11,BRBTOWACNOR8BR00,1,100,59.0,Executed,16:35:40.237000
35,2021-05-11,BRBRSRACNPB4BR00,2,100,12.41,Executed,16:39:27.320000
