,Creation_Date,EsteeID,Buy_Sell_Indicator,Traded_Quantity,Traded_Price,Status,TradeTime
0,2021-05-26,BRTAEECDAM10BR00,1,100,39.49,Executed,16:30:36.827000
1,2021-05-26,BRBRFSACNOR8BR00,1,100,25.54,Executed,16:30:44.503000
2,2021-05-26,BRMRFGACNOR0BR00,2,100,18.69,Executed,16:30:29.477000
3,2021-05-26,BRNTCOACNOR5BR00,1,100,51.06,Executed,16:30:41.543000
4,2021-05-26,BRB3SAACNOR6BR00,1,100,17.09,Executed,16:30:59.800000
5,2021-05-26,BRECORACNOR8BR00,2,100,12.33,Executed,16:33:05.017000
6,2021-05-26,BRBPACUNT006BR00,1,100,121.89,Executed,16:30:37.670000
7,2021-05-26,BRALPAACNPR7BR00,1,100,44.1599,Executed,16:30:28.307000
8,2021-05-26,BRPARDACNOR1BR00,1,100,20.92,Executed,16:31:59.133000
9,2021-05-26,BRENEVACNOR8BR00,1,100,17.17,Executed,16:31:18.177000
10,2021-05-26,BRLCAMACNOR3BR00,1,100,27.11,Executed,16:30:43.040000
11,2021-05-26,BRTUPYACNOR1BR00,1,100,24.8,Executed,16:30:28.070000
12,2021-05-26,BRRAPTACNPR4BR00,1,100,15.05,Executed,16:32:10.347000
13,2021-05-26,BRUGPAACNOR8BR00,2,100,19.36,Executed,16:30:58.483000
14,2021-05-26,BRTUPYACNOR1BR00,1,100,24.8,Executed,16:30:28.207000
15,2021-05-26,BRBRMLACNOR9BR00,2,100,10.99,Executed,16:30:59.960000
16,2021-05-26,BRALUPCDAM15BR00,1,100,27.48,Executed,16:32:11.777000
17,2021-05-26,BRELETACNOR6BR00,2,100,43.22,Executed,16:30:41.007000
18,2021-05-26,BRRADLACNOR0BR00,2,100,27.27,Executed,16:30:39.993000
19,2021-05-26,BRMOVIACNOR0BR00,1,100,17.65,Executed,16:31:45.337000
20,2021-05-26,BRITUBACNPR1BR00,2,100,29.43,Executed,16:30:42.383000
21,2021-05-26,BRCIELACNOR3BR00,1,100,4.15,Executed,16:36:16.767000
22,2021-05-26,BRAZULACNPR4BR00,1,100,46.45,Executed,16:30:30.283000
23,2021-05-26,BRPETRACNOR9BR00,2,100,25.44,Executed,16:30:44.417000
24,2021-05-26,BRSAPRACNPR6BR00,1,100,4.15,Executed,16:42:33.323000
25,2021-05-26,BRJBSSACNOR8BR00,2,100,30.42,Executed,16:30:47.840000
26,2021-05-26,BRTUPYACNOR1BR00,1,100,24.8,Executed,16:30:28.577000
27,2021-05-26,BRCSNAACNOR6BR00,2,100,44.61,Executed,16:30:35.280000
28,2021-05-26,BRLAMEACNPR6BR00,1,100,19.29,Executed,16:30:47.523000
29,2021-05-26,BRBRAPACNPR2BR00,2,100,69.27,Executed,16:30:52.580000
30,2021-05-26,BRLAMEACNOR9BR00,1,100,18.02,Executed,16:30:44.547000
31,2021-05-26,BRQUALACNOR6BR00,2,100,28.94,Executed,16:30:34.497000
32,2021-05-26,BRALPAACNPR7BR00,1,100,44.17,Executed,16:30:30.843000
33,2021-05-26,BRHAPVACNOR4BR00,2,100,15.74,Executed,16:30:36.617000
34,2021-05-26,BRLOGNACNOR3BR00,2,100,18.5799,Executed,16:30:41.213000
35,2021-05-26,BRENBRACNOR2BR00,1,100,18.96,Executed,16:32:00.250000
36,2021-05-26,BRBBASACNOR3BR00,2,100,32.9799,Executed,16:30:47.713000
37,2021-05-26,BRGGBRACNPR8BR00,1,100,32.39,Executed,16:30:35.783000
38,2021-05-26,BRELETACNPB7BR00,2,100,43.19,Executed,16:30:47.367000
39,2021-05-26,BRGOLLACNPR4BR00,2,100,27.51,Executed,16:30:30.327000
40,2021-05-26,BRVALEACNOR0BR00,2,100,110.19,Executed,16:30:36.877000
41,2021-05-26,BRENGICDAM16BR00,2,100,46.4099,Executed,16:30:28.737000
42,2021-05-26,BRPETRACNPR6BR00,2,100,26.12,Executed,16:30:45.673000
43,2021-05-26,BRVVARACNOR1BR00,1,100,12.47,Executed,16:35:24.217000
44,2021-05-26,BRBTOWACNOR8BR00,1,100,57.86,Executed,16:30:45.497000
45,2021-05-26,BRENATACNOR0BR00,2,100,15.66,Executed,16:31:20.877000
46,2021-05-26,BRBRSRACNPB4BR00,2,100,13.47,Executed,16:33:00.613000
47,2021-05-26,BRTUPYACNOR1BR00,1,100,24.8,Executed,16:30:32.077000
48,2021-05-26,BRCYREACNOR7BR00,2,100,23.1,Executed,16:30:47.687000
49,2021-05-26,BRDIRRACNOR0BR00,1,100,12.82,Executed,16:31:13.147000
50,2021-05-26,BRMGLUACNOR2BR00,2,100,19.73,Executed,16:31:23.167000
51,2021-05-26,BRCPFEACNOR0BR00,2,100,29.25,Executed,16:31:18.493000
52,2021-05-26,BRCSANACNOR6BR00,1,100,21.76,Executed,16:31:01.413000
53,2021-05-26,BRENGICDAM16BR00,2,100,46.39,Executed,16:30:33.997000
54,2021-05-26,BREQTLACNOR0BR00,2,100,25.59,Executed,16:30:43.073000
55,2021-05-26,BRSBSPACNOR5BR00,1,100,41.76,Executed,16:31:13.583000
56,2021-05-26,BREGIEACNOR9BR00,2,100,40.55,Executed,16:32:04.240000
57,2021-05-26,BRSULACDAM12BR00,2,100,32.61,Executed,16:31:36.280000
58,2021-05-26,BRGNDIACNOR2BR00,1,100,86.61,Executed,16:30:47.520000
59,2021-05-26,BRCMIGACNPR3BR00,1,100,13.44,Executed,16:32:03.220000
60,2021-05-26,BREZTCACNOR0BR00,1,100,30.42,Executed,16:31:17.687000
61,2021-05-26,BRUSIMACNPA6BR00,1,100,19.59,Executed,16:31:14.597000
62,2021-05-26,BRSUZBACNOR0BR00,1,100,62.43,Executed,16:30:45.677000
63,2021-05-26,BRKLBNCDAM18BR00,1,100,25.9899,Executed,16:30:45.977000
64,2021-05-26,BRTIMSACNOR5BR00,2,100,12.1199,Executed,16:33:00.687000
65,2021-05-26,BRAALRACNOR6BR00,1,100,10.78,Executed,16:30:36.260000
66,2021-05-26,BRDTEXACNOR3BR00,2,100,21.14,Executed,16:30:36.020000
67,2021-05-26,BREMBRACNOR4BR00,1,100,16.9,Executed,16:32:16.807000
68,2021-05-26,BRCOGNACNOR2BR00,1,100,4.04,Executed,16:40:03.800000
69,2021-05-26,BRBBDCACNPR8BR00,2,100,26.3,Executed,16:30:29.620000
70,2021-05-26,BRYDUQACNOR3BR00,1,100,31.07,Executed,16:31:10.170000
71,2021-05-26,BRCCROACNOR2BR00,1,100,13.88,Executed,16:31:12.223000
72,2021-05-26,BRROMIACNOR8BR00,2,100,27.46,Executed,16:30:29.367000
73,2021-05-26,BRROMIACNOR8BR00,2,100,27.49,Executed,16:30:42.977000
74,2021-05-26,BRRENTACNOR4BR00,2,100,63.31,Executed,16:30:34.020000
75,2021-05-26,BRITSAACNPR7BR00,2,100,10.88,Executed,16:32:48.257000
76,2021-05-26,BRMRFGACNOR0BR00,2,100,18.69,Executed,16:30:29.503000
77,2021-05-26,BRMRFGACNOR0BR00,2,100,18.68,Executed,16:30:52.170000
78,2021-05-26,BRCVCBACNOR1BR00,2,100,24.46,Executed,16:31:05.613000
79,2021-05-26,BRCPLEACNPB9BR00,2,100,6.21,Executed,16:34:52.183000
80,2021-05-26,BRBBDCACNPR8BR00,2,100,26.3,Executed,16:30:30.180000
81,2021-05-26,BRRAILACNOR9BR00,2,100,20.73,Executed,16:30:48.070000
82,2021-05-26,BRBRKMACNPA4BR00,2,100,51.61,Executed,16:30:32.697000
83,2021-05-26,BRPRIOACNOR1BR00,1,100,18.75,Executed,16:30:47.533000
84,2021-05-26,BRBBDCACNOR1BR00,1,100,22.76,Executed,16:30:47.527000
85,2021-05-26,BRABEVACNOR1BR00,1,100,17.44,Executed,16:33:40.193000
86,2021-05-26,BRBBDCACNPR8BR00,2,100,26.3,Executed,16:30:39.533000
87,2021-05-26,BRTOTSACNOR8BR00,1,100,32.74,Executed,16:31:20.203000
88,2021-05-26,BRMRVEACNOR2BR00,2,100,17.41,Executed,16:31:07.103000
89,2021-05-26,BRBBSEACNOR5BR00,1,100,23.25,Executed,16:30:58.330000
90,2021-05-26,BRAZULACNPR4BR00,1,100,46.46,Executed,16:30:37.473000
91,2021-05-26,BRGOLLACNPR4BR00,2,100,27.51,Executed,16:30:30.400000
92,2021-05-26,BRGOAUACNPR8BR00,1,100,14.58,Executed,16:31:01.813000
93,2021-05-26,BRJHSFACNOR2BR00,1,100,7.5,Executed,16:41:50.603000
94,2021-05-26,BRBEEFACNOR6BR00,1,100,9.81,Executed,16:31:19.383000
95,2021-05-26,BRETERACNOR3BR00,2,100,33.87,Executed,16:30:45.003000
96,2021-05-26,BRGOLLACNPR4BR00,2,100,27.52,Executed,16:30:30.403000
97,2021-05-26,BRGOLLACNPR4BR00,2,100,27.47,Executed,16:30:42.973000
98,2021-05-26,BRSMLSACNOR1BR00,1,100,22.64,Executed,16:30:46.303000
99,2021-05-26,BRIRBRACNOR4BR00,1,100,6.0199,Executed,16:33:38.440000
100,2021-05-26,BRIGTAACNOR5BR00,2,100,43.25,Executed,16:30:50.363000
101,2021-05-26,BRBRDTACNOR1BR00,2,100,25.36,Executed,16:31:00.930000
102,2021-05-26,BRCMIGACNOR6BR00,2,100,16.13,Executed,16:32:43.360000
103,2021-05-26,BRFLRYACNOR5BR00,1,100,26.67,Executed,16:31:20.337000
104,2021-05-26,BRALPAACNPR7BR00,1,100,44.2,Executed,16:31:07.627000
105,2021-05-26,BRHGTXACNOR9BR00,2,100,30.23,Executed,16:30:43.163000
106,2021-05-26,BRWIZSACNOR1BR00,1,100,11.23,Executed,16:32:02.447000
107,2021-05-26,BRBRPRACNOR9BR00,1,100,9.49,Executed,16:31:32.993000
108,2021-05-26,BRBIDIACNPR0BR00,1,100,22.28,Executed,16:30:53.990000
109,2021-05-26,BRLRENACNOR1BR00,2,100,46.1,Executed,16:31:30.540000
110,2021-05-26,BRMULTACNOR5BR00,2,100,25.12,Executed,16:31:06.323000
111,2021-05-26,BRTENDACNOR4BR00,1,100,24.18,Executed,16:30:47.527000
112,2021-05-26,BRUNIPACNPB8BR00,2,100,86.13,Executed,16:30:40.590000
113,2021-05-26,BRTASAACNPR4BR00,2,100,24.98,Executed,16:31:06.427000
114,2021-05-26,BRABCBACNPR4BR00,1,100,16.32,Executed,16:31:45.870000
115,2021-05-26,BRLIGTACNOR2BR00,2,100,17.42,Executed,16:31:16.743000
116,2021-05-26,BRTRPLACNPR1BR00,2,100,26.97,Executed,16:31:07.130000
117,2021-05-26,BRCRFBACNOR2BR00,2,100,21.42,Executed,16:31:00.527000
118,2021-05-26,BRWEGEACNOR0BR00,1,100,32.89,Executed,16:31:03.427000
119,2021-05-26,BRTUPYACNOR1BR00,1,100,24.81,Executed,16:30:33.247000
120,2021-05-26,BRVIVTACNOR0BR00,1,100,44.04,Executed,16:30:47.127000
121,2021-05-26,BRITUBACNOR4BR00,2,100,26.33,Executed,16:31:06.707000
122,2021-05-26,BRALSOACNOR5BR00,1,100,29.13,Executed,16:30:47.160000
123,2021-05-26,BRBRKMACNPA4BR00,2,100,51.62,Executed,16:31:04.477000
124,2021-05-26,BRSANBCDAM13BR00,2,100,40.94,Executed,16:31:27.457000
125,2021-05-26,BROMGEACNOR0BR00,1,100,37.46,Executed,16:31:34.420000
126,2021-05-26,BRCESPACNPB4BR00,2,100,25.21,Executed,16:32:22.210000
127,2021-05-26,BRSMTOACNOR3BR00,1,100,33.13,Executed,16:31:04.797000
128,2021-05-26,BRVLIDACNOR5BR00,1,100,9.6,Executed,16:35:53.993000
129,2021-05-26,BRLINXACNOR0BR00,2,100,37.52,Executed,16:31:06.423000
130,2021-05-26,BRHYPEACNOR0BR00,1,100,35.22,Executed,16:32:02.890000
131,2021-05-26,BRTUPYACNOR1BR00,1,100,24.79,Executed,16:30:33.547000
132,2021-05-26,BRTUPYACNOR1BR00,1,100,24.79,Executed,16:30:53.370000
