Creation_Date,Estee_ID,Buy_Sell_Indicator,Traded_Quantity,Traded_Price,Status,TradeTime
5/3/2021,BRDIRRACNOR0BR00,2,100,12.9,Executed,45:15.9
5/3/2021,BRENEVACNOR8BR00,1,100,14.61,Executed,44:47.4
5/3/2021,BRBEEFACNOR6BR00,2,100,9.88,Executed,44:48.6
5/3/2021,BRFLRYACNOR5BR00,1,100,25.01,Executed,44:51.0
5/3/2021,BRENEVACNOR8BR00,1,100,14.61,Executed,44:55.5
5/3/2021,BRBEEFACNOR6BR00,2,100,9.88,Executed,44:52.3
5/3/2021,BRWIZSACNOR1BR00,1,100,10.91,Executed,45:16.1
5/3/2021,BRBEEFACNOR6BR00,2,100,9.89,Executed,44:53.0
5/3/2021,BRBEEFACNOR6BR00,2,100,9.89,Executed,44:54.6
5/3/2021,BRBEEFACNOR6BR00,2,100,9.89,Executed,44:54.6
5/3/2021,BRBEEFACNOR6BR00,2,100,9.9,Executed,44:54.7
5/3/2021,BRBEEFACNOR6BR00,2,100,9.9,Executed,45:15.7
5/3/2021,BRENEVACNOR8BR00,1,100,14.61,Executed,44:55.8
5/3/2021,BRENEVACNOR8BR00,1,100,14.61,Executed,44:55.9
5/3/2021,BRENEVACNOR8BR00,1,100,14.61,Executed,44:57.9
5/3/2021,BRLINXACNOR0BR00,1,100,37.71,Executed,45:27.8
5/3/2021,BREGIEACNOR9BR00,2,100,40.9799,Executed,45:00.8
5/3/2021,BRENEVACNOR8BR00,1,100,14.62,Executed,45:01.1
5/3/2021,BRVLIDACNOR5BR00,1,100,9.63,Executed,45:04.6
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:01.0
5/3/2021,BRRAILACNOR9BR00,2,100,20.82,Executed,45:15.2
5/3/2021,BRENEVACNOR8BR00,1,100,14.62,Executed,45:01.1
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:01.1
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:01.1
5/3/2021,BRENEVACNOR8BR00,1,100,14.62,Executed,45:01.3
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:01.4
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:01.6
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:01.8
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:01.9
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:02.1
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:02.1
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:02.2
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:02.3
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:02.4
5/3/2021,BREGIEACNOR9BR00,2,100,40.97,Executed,45:38.8
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:02.5
5/3/2021,BREMBRACNOR4BR00,2,100,15.88,Executed,45:04.5
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,46:40.7
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:02.7
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:02.8
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:08.3
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:03.0
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:03.4
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:03.7
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:04.2
5/3/2021,BREMBRACNOR4BR00,2,100,15.88,Executed,45:06.2
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:04.7
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:04.9
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:04.9
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:04.9
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:05.3
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:05.3
5/3/2021,BRECORACNOR8BR00,1,100,11.96,Executed,45:05.9
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:06.1
5/3/2021,BRAALRACNOR6BR00,2,100,8.8699,Executed,45:06.7
5/3/2021,BREMBRACNOR4BR00,2,100,15.88,Executed,45:06.5
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:06.3
5/3/2021,BRCIELACNOR3BR00,1,100,3.42,Executed,45:06.4
5/3/2021,BREMBRACNOR4BR00,2,100,15.88,Executed,45:25.6
5/3/2021,BRAALRACNOR6BR00,2,100,8.8699,Executed,45:48.2
5/3/2021,BRTAEECDAM10BR00,2,100,42.18,Executed,46:15.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:08.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:09.3
5/3/2021,BRCESPACNPB4BR00,2,100,25.0799,Executed,45:13.0
5/3/2021,BRCESPACNPB4BR00,2,100,25.0799,Executed,45:13.0
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:17.6
5/3/2021,BRRAILACNOR9BR00,2,100,20.79,Executed,45:45.4
5/3/2021,BRBEEFACNOR6BR00,2,100,9.9,Executed,45:32.8
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:15.8
5/3/2021,BRWIZSACNOR1BR00,1,100,10.91,Executed,45:16.1
5/3/2021,BRDIRRACNOR0BR00,2,100,12.9,Executed,45:22.6
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:17.3
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:17.5
5/3/2021,BRABCBACNPR4BR00,2,100,14.95,Executed,47:25.2
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:18.6
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:18.7
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:25.3
5/3/2021,BRENBRACNOR2BR00,2,100,18.75,Executed,45:22.4
5/3/2021,BRENBRACNOR2BR00,2,100,18.75,Executed,45:22.4
5/3/2021,BRENBRACNOR2BR00,2,100,18.75,Executed,45:22.4
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:22.5
5/3/2021,BRDIRRACNOR0BR00,2,100,12.9,Executed,45:22.6
5/3/2021,BRDIRRACNOR0BR00,2,100,12.9,Executed,45:22.7
5/3/2021,BRDIRRACNOR0BR00,2,100,12.9,Executed,45:23.0
5/3/2021,BRDIRRACNOR0BR00,2,100,12.9,Executed,45:34.3
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:25.4
5/3/2021,BREMBRACNOR4BR00,2,100,15.88,Executed,45:25.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:25.8
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:26.2
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:27.4
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:27.2
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:27.4
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:27.6
5/3/2021,BRLINXACNOR0BR00,1,100,37.71,Executed,45:28.0
5/3/2021,BRLINXACNOR0BR00,1,100,37.75,Executed,45:31.0
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:28.0
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:28.1
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:28.2
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:28.3
5/3/2021,BRITSAACNPR7BR00,1,100,10.17,Executed,46:54.5
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:28.6
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:29.2
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:29.5
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:29.7
5/3/2021,BRBRPRACNOR9BR00,1,100,9.36,Executed,45:30.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:32.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:32.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.54,Executed,45:32.7
5/3/2021,BRBEEFACNOR6BR00,2,100,9.9,Executed,45:32.8
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,45:35.1
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:33.2
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:33.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:34.1
5/3/2021,BRDIRRACNOR0BR00,2,100,12.9,Executed,45:34.3
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,45:35.1
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,45:35.2
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,45:35.2
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:02.3
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:37.6
5/3/2021,BREGIEACNOR9BR00,2,100,40.97,Executed,46:17.6
5/3/2021,BRCPLEACNOR8BR00,1,100,5.55,Executed,45:39.5
5/3/2021,BRRAILACNOR9BR00,2,100,20.78,Executed,45:55.0
5/3/2021,BRRAILACNOR9BR00,2,100,20.76,Executed,46:08.5
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.6
5/3/2021,BRRAILACNOR9BR00,2,100,20.76,Executed,46:19.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.6
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.6
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.6
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.7
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.7
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.7
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,46:11.7
5/3/2021,BRBEEFACNOR6BR00,2,100,9.92,Executed,46:28.5
5/3/2021,BRTAEECDAM10BR00,2,100,42.18,Executed,46:34.8
5/3/2021,BRRAILACNOR9BR00,2,100,20.76,Executed,46:22.5
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,47:39.2
5/3/2021,BRRAILACNOR9BR00,2,100,20.77,Executed,46:38.7
5/3/2021,BRBEEFACNOR6BR00,2,100,9.92,Executed,48:16.1
5/3/2021,BRTAEECDAM10BR00,2,100,42.19,Executed,46:34.8
5/3/2021,BRTAEECDAM10BR00,2,100,42.19,Executed,46:35.8
5/3/2021,BRRAILACNOR9BR00,2,100,20.77,Executed,46:38.8
5/3/2021,BRRAILACNOR9BR00,2,100,20.78,Executed,46:39.2
5/3/2021,BRRAILACNOR9BR00,2,100,20.79,Executed,46:45.3
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,46:40.7
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,46:43.7
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,47:51.7
5/3/2021,BRRAILACNOR9BR00,2,100,20.79,Executed,46:49.8
5/3/2021,BRRAILACNOR9BR00,2,100,20.79,Executed,46:53.7
5/3/2021,BRRAILACNOR9BR00,2,100,20.76,Executed,47:16.3
5/3/2021,BRITSAACNPR7BR00,1,100,10.17,Executed,46:54.5
5/3/2021,BRITSAACNPR7BR00,1,100,10.16,Executed,48:09.6
5/3/2021,BRRAILACNOR9BR00,2,100,20.76,Executed,47:22.8
5/3/2021,BRABCBACNPR4BR00,2,100,14.95,Executed,47:25.2
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,47:39.2
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,47:39.3
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,47:39.4
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,47:56.1
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,47:51.7
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,49:32.2
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,50:42.0
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,48:01.5
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,48:01.5
5/3/2021,BRTIMSACNOR5BR00,2,100,12.46,Executed,48:12.3
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,52:14.8
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,51:18.1
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.91,Executed,48:24.9
5/3/2021,BRBEEFACNOR6BR00,2,100,9.92,Executed,49:01.1
5/3/2021,BRBEEFACNOR6BR00,2,100,9.92,Executed,49:01.1
5/3/2021,BRBEEFACNOR6BR00,2,100,9.92,Executed,49:38.1
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,50:35.5
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,50:35.8
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,50:38.6
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,51:08.3
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,51:17.9
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,51:17.5
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,51:17.9
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,53:03.8
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,51:19.0
5/3/2021,BRTIMSACNOR5BR00,2,100,12.46,Executed,52:05.1
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,51:45.9
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,51:46.4
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:04.6
5/3/2021,BRJHSFACNOR2BR00,2,100,6.95,Executed,52:07.1
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:04.0
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:04.0
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:02.7
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:02.7
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:03.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:03.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:03.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:03.5
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:03.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:03.6
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:03.6
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:03.6
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:03.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:03.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:03.8
5/3/2021,BRBRSRACNPB4BR00,2,100,12.21,Executed,53:03.9
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:04.0
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:04.0
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:04.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:04.3
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:04.6
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:04.7
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:04.7
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:04.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:05.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:05.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:05.2
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:05.4
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:05.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:05.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:05.6
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:05.7
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:05.7
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:05.7
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.0
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:06.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:06.0
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.0
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:06.3
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:06.3
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:06.4
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.4
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:06.6
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.7
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:06.7
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.8
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:06.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:06.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:07.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:07.0
5/3/2021,BRITSAACNPR7BR00,1,100,10.18,Executed,53:07.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:07.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:07.5
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:07.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:07.7
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:08.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:08.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:08.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:08.5
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:09.1
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:09.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:09.4
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:09.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:09.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:10.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:10.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:10.2
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:10.4
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:10.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:10.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:11.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:11.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:11.1
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:11.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:11.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:11.4
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:11.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:11.7
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:11.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:11.9
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:11.9
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:11.9
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:11.9
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:12.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:12.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:12.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:12.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:12.6
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:12.6
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:12.6
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:12.6
5/3/2021,BRTIMSACNOR5BR00,2,100,12.45,Executed,53:12.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:12.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:12.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:13.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:13.0
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:13.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:13.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:13.9
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:13.9
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:14.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:14.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:14.2
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:14.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:14.3
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:14.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:14.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:14.5
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:14.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:14.6
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:14.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:15.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:15.2
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:16.3
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:16.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:17.0
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:17.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:17.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:18.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:18.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:18.3
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:18.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:18.8
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:19.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:19.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:19.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:19.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:19.9
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:20.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:20.4
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:20.6
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:20.7
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:20.9
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:21.0
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:21.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:21.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:21.3
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:21.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:21.9
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:22.1
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:22.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:22.2
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:22.6
5/3/2021,BRSAPRACNPR6BR00,2,100,4.2,Executed,53:22.7
5/3/2021,BRJHSFACNOR2BR00,2,100,6.94,Executed,53:22.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:22.7
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:22.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:22.9
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:22.9
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:23.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.1
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.4
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.5
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.6
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.8
5/3/2021,BRCOGNACNOR2BR00,2,100,3.86,Executed,53:24.9
